Symbol,Name,Sector,Industry
LOVE,The Lovesac Company Common Stock,Consumer Discretionary,Other Specialty Stores
LMNR,Limoneira Co Common Stock,Consumer Staples,Farming/Seeds/Milling
OPENL,Opendoor Technologies Inc  Series A Warrants each whole warrant exercisable to purchase one share of Common Stock at an exercise price of $13.00 per warrant,Finance,Real Estate
HUHU,HUHUTECH International Group Inc. Ordinary Shares,Telecommunications,Metal Fabrications
PRHIZ,Presurance Holdings Inc. 9.75% Senior Unsecured Notes due 2028,Finance,Property-Casualty Insurers
HDSN,Hudson Technologies Inc. Common Stock,Consumer Discretionary,Industrial Specialties
REFI,Chicago Atlantic Real Estate Finance Inc. Common Stock,Real Estate,Real Estate Investment Trusts
OBIO,Orchestra BioMed Holdings Inc. Ordinary Shares,Health Care,Medicinal Chemicals and Botanical Products
AUDC,AudioCodes Ltd. Common Stock,Utilities,Telecommunications Equipment
NMG,Nouveau Monde Graphite Inc. Common Shares,Basic Materials,Other Metals and Minerals
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,Finance,Finance/Investors Services
SCM,Stellus Capital Investment Corporation Common Stock,Finance,Finance/Investors Services
PROF,Profound Medical Corp. Common Stock,Health Care,Medical/Dental Instruments
FSBW,FS Bancorp Inc. Common Stock,Finance,Banks
SILC,Silicom Ltd Ordinary Shares,Telecommunications,Computer Communications Equipment
NKSH,National Bankshares Inc. Common Stock,Finance,Major Banks
CABO,Cable One Inc. Common Stock,Telecommunications,Cable & Other Pay Television Services
STRS,Stratus Properties Inc. Common Stock,Real Estate,Homebuilding
MFIN,Medallion Financial Corp. Common Stock,Finance,Finance: Consumer Services
FCNCP,First Citizens BancShares Inc. Depositary Shares,Finance,Major Banks
GDEV,GDEV Inc. Ordinary Shares,Technology,EDP Services
CAN,Canaan Inc. American Depositary Shares,Technology,Semiconductors
VUZI,Vuzix Corporation Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
AVXL,Anavex Life Sciences Corp. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRS,Coherus Oncology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MFM,Aberdeen Municipal Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies
FLWS,1-800-FLOWERS.COM Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
RFIL,RF Industries Ltd. Common Stock,Technology,Electrical Products
APC,ARKO Petroleum Corp. Class A Common Stock,Energy,Oil Refining/Marketing
JILL,J. Jill Inc. Common Stock,Consumer Discretionary,Apparel
OTLK,Outlook Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SENS,Senseonics Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments
EFSI,Eagle Financial Services Inc Common Stock,Finance,Major Banks
CMRC,Commerce.com Inc. Series 1 Common Stock,Technology,Computer Software: Prepackaged Software
ECC,Eagle Point Credit Company Common Share of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
UNCY,Unicycive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TARA,Protara Therapeutics Inc.  Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GCTS,GCT Semiconductor Holding Inc. Common Stock,Technology,Semiconductors
INTT,inTest Corporation Common Stock,Industrials,Electrical Products
CXDO,Crexendo Inc. Common Stock,Telecommunications,Telecommunications Equipment
RWAY,Runway Growth Finance Corp. Common Stock,Finance,Finance: Consumer Services
PMTS,CPI Card Group Inc. Common Stock,Consumer Discretionary,Publishing
OPBK,OP Bancorp Common Stock,Finance,Major Banks
PPIH,Perma-Pipe International Holdings Inc. Common Stock,Industrials,Pollution Control Equipment
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,Finance,Finance/Investors Services
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,Finance,Finance Companies
IMMR,Immersion Corporation Common Stock,Technology,Computer peripheral equipment
WHWK,Whitehawk Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ASUR,Asure Software Inc Common Stock,Technology,EDP Services
COOK,Traeger Inc. Common Stock,Consumer Discretionary,Consumer Electronics/Appliances
IMPP,Imperial Petroleum Inc. Common Shares,Consumer Discretionary,Marine Transportation
ALOT,AstroNova Inc. Common Stock,Technology,Computer peripheral equipment
GORO,Gold Resource Corporation Common Stock,Basic Materials,Precious Metals
CZWI,Citizens Community Bancorp Inc. Common Stock,Finance,Savings Institutions
LAW,CS Disco Inc. Common Stock,Technology,Computer Software: Prepackaged Software
SMRT,SmartRent Inc. Class A Common Stock,Technology,EDP Services
TII,Titan Mining Corporation Common Shares,Others,Others
RNA,Atrium Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ARTV,Artiva Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPOK,Spok Holdings Inc. Common Stock,Telecommunications,Telecommunications Equipment
FATE,Fate Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REI,Ring Energy Inc. Common Stock,Energy,Oil & Gas Production
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,Finance,Real Estate
FJET,Starfighters Space Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
INBKZ,First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029,Finance,Major Banks
GENC,Gencor Industries Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks
INSE,Inspired Entertainment Inc. Common Stock,Technology,Computer Software: Prepackaged Software
EVTL,Vertical Aerospace Ltd. Ordinary Shares,Industrials,Aerospace
CRNT,Ceragon Networks Ltd. Ordinary Shares,Technology,Radio And Television Broadcasting And Communications Equipment
PNNT,PennantPark Investment Corporation Common Stock,Finance,Finance: Consumer Services
VLN,Valens Semiconductor Ltd. Ordinary Shares,Technology,Semiconductors
VYGR,Voyager Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KPTI,Karyopharm Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNTK,Montauk Renewables Inc. Common Stock,Utilities,Natural Gas Distribution
UTMD,Utah Medical Products Inc. Common Stock,Health Care,Medical/Dental Instruments
GTE,Gran Tierra Energy Inc. Common Stock,Energy,Oil & Gas Production
RXST,RxSight Inc. Common Stock,Health Care,Ophthalmic Goods
OWLS,OBOOK Holdings Inc. Class A Common Shares,Technology,Computer Software: Prepackaged Software
SMTI,Sanara MedTech Inc. Common Stock,Health Care,Industrial Specialties
LTRX,Lantronix Inc. Common Stock,Telecommunications,Computer Communications Equipment
CMT,Core Molding Technologies Inc Common Stock,Industrials,Plastic Products
AIRO,AIRO Group Holdings Inc. Common Stock,Industrials,Aerospace
LUCD,Lucid Diagnostics Inc. Common Stock,Health Care,Medical/Dental Instruments
NIOBW,NioCorp Developments Ltd. Warrant,Basic Materials,Metal Mining
FCAP,First Capital Inc. Common Stock,Finance,Savings Institutions
VFF,Village Farms International Inc. Common Shares,Others,Others
RDCM,Radcom Ltd. Ordinary Shares,Technology,Computer peripheral equipment
CLLS,Cellectis S.A. American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
PDEX,Pro-Dex Inc. Common Stock,Health Care,Medical/Dental Instruments
OPENZ,Opendoor Technologies Inc  Series Z Warrants each whole warrant exercisable to purchase one share of Common Stock at an exercise price of $17.00 per warrant,Finance,Real Estate
BDSX,Biodesix Inc. Common Stock,Health Care,Medical Specialities
CMTV,Community Bancorp. Common Stock,Finance,Major Banks
CURV,Torrid Holdings Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RICK,RCI Hospitality Holdings Inc. Common Stock,Consumer Discretionary,Restaurants
LVWR,LiveWire Group Inc. Common Stock,Consumer Discretionary,Motor Vehicles
CPSS,Consumer Portfolio Services Inc. Common Stock,Finance,Finance: Consumer Services
KROS,Keros Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ANGI,Angi Inc. Class A Common Stock,Consumer Discretionary,Advertising
SGC,Superior Group of Companies Inc. Common Stock,Consumer Discretionary,Apparel
ALEC,Alector Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IMUX,Immunic Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ORMP,Oramed Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CDXS,Codexis Inc. Common Stock,Industrials,Major Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock,Consumer Discretionary,Marine Transportation
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
ETX,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,Finance,Investment Managers
BGIN,Bgin Blockchain Limited Class A Ordinary Shares,Finance,Finance: Consumer Services
CAMP,CAMP4 Therapeutics Corporation Common Stock,Others,Others
SLNH,Soluna Holdings Inc. Common Stock,Technology,EDP Services
TTRX,Turn Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LFMD,LifeMD Inc. Common Stock,Health Care,Medical/Nursing Services
QTTB,Q32 Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MWC,Micware Co. Ltd. American Depositary Shares,Technology,EDP Services
CFBK,CF Bankshares Inc. Common Stock,Finance,Major Banks
GWRS,Global Water Resources Inc. Common Stock,Utilities,Water Supply
LFCR,Lifecore Biomedical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
SIDU,Sidus Space Inc. Class A Common Stock,Telecommunications,Telecommunications Equipment
BZAI,Blaize Holdings Inc. Common Stock,Finance,Blank Checks
FT,Franklin Universal Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
SND,Smart Sand Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
RMAX,RE/MAX Holdings Inc. Class A Common Stock,Finance,Real Estate
CNDT,Conduent Incorporated Common Stock,Consumer Discretionary,Business Services
DRTSW,Alpha Tau Medical Ltd. Warrant,Health Care,Medical/Dental Instruments
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077,Utilities,Electric Utilities: Central
BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
OVBC,Ohio Valley Banc Corp. Common Stock,Finance,Major Banks
WYY,WidePoint Corporation Common Stock,Technology,EDP Services
FINW,FinWise Bancorp Common Stock,Finance,Major Banks
KTWO,K2 Capital Acquisition Corporation Class A Ordinary Share,Others,Others
SRI,Stoneridge Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
NVA,Nova Minerals Corp Common Stock,Basic Materials,Precious Metals
AREC,American Resources Corporation Class A Common Stock,Energy,Coal Mining
NKTX,Nkarta Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TBI,TrueBlue Inc. Common Stock,Consumer Discretionary,Professional Services
AP,Ampco-Pittsburgh Corporation Common Stock,Industrials,Fluid Controls
TC,Token Cat Limited American Depositary Shares,Consumer Discretionary,Business Services
ESP,Espey Mfg. & Electronics Corp. Common Stock,Technology,Industrial Machinery/Components
DEFT,Defi Technologies Inc. Common Stock,Finance,Finance: Consumer Services
PAL,Proficient Auto Logistics Inc. Common Stock,Consumer Discretionary,Transportation Services
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Shares),Finance,Finance: Consumer Services
KRMD,KORU Medical Systems Inc. Common Stock (DE),Health Care,Medical/Dental Instruments
YMT,Yimutian Inc. American Depositary Shares,Technology,EDP Services
RCMT,RCM Technologies Inc. Common Stock,Consumer Discretionary,Professional Services
HNNAZ,Hennessy Advisors Inc. 4.875% Notes due 2026,Finance,Investment Managers
ANIK,Anika Therapeutics Inc. Common Stock,Health Care,Medical/Dental Instruments
III,Information Services Group Inc. Common Stock,Consumer Discretionary,Professional Services
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
HITI,High Tide Inc. Common Shares,Consumer Discretionary,Other Specialty Stores
RDIB,Reading International Inc Class B Common Stock,Consumer Discretionary,Movies/Entertainment
FOA,Finance of America Companies Inc. Class A Common Stock,Finance,Finance: Consumer Services
KLTR,Kaltura Inc. Common Stock,Technology,Computer Software: Prepackaged Software
RBKB,Rhinebeck Bancorp Inc. Common Stock,Finance,Banks
LEE,Lee Enterprises Incorporated Common Stock,Consumer Discretionary,Newspapers/Magazines
ONEW,OneWater Marine Inc. Class A Common Stock,Consumer Discretionary,Auto & Home Supply Stores
NERV,Minerva Neurosciences Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
LCUT,Lifetime Brands Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
CGEN,Compugen Ltd. Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
GLDG,GoldMining Inc. Common Shares,Basic Materials,Precious Metals
EAF,GrafTech International Ltd. Common Stock,Energy,Industrial Machinery/Components
WALD,Waldencast plc Class A Ordinary Share,Consumer Discretionary,Package Goods/Cosmetics
EVI,EVI Industries Inc.  Common Stock,Consumer Discretionary,Other Consumer Services
SEVN,Seven Hills Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts
FOCL,EDAP TMS S.A. American Depositary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
QMCO,Quantum Corporation Common Stock,Technology,Electronic Components
CBFV,CB Financial Services Inc. Common Stock,Finance,Major Banks
ATGL,Alpha Technology Group Limited Class A Ordinary Shares,Technology,EDP Services
LANV,Lanvin Group Holdings Limited Ordinary Shares,Consumer Discretionary,Apparel
CNTN,Canton Strategic Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MDWD,MediWound Ltd. Ordinary Shares,Health Care,Medicinal Chemicals and Botanical Products
TAYD,Taylor Devices Inc. Common Stock,Industrials,Industrial Machinery/Components
VIASP,Via Renewables Inc. 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,Utilities,Power Generation
BVFL,BV Financial Inc. Common Stock,Finance,Savings Institutions
ANNA,AleAnna Inc. Class A Common Stock,Energy,Oil & Gas Production
QSI,Quantum-Si Incorporated Class A Common Stock,Industrials,Industrial Machinery/Components
EBMT,Eagle Bancorp Montana Inc. Common Stock,Finance,Major Banks
EQ,Equillium Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,Consumer Discretionary,Other Consumer Services
JRVR,James River Group Holdings Inc. Common Stock,Finance,Property-Casualty Insurers
LARK,Landmark Bancorp Inc. Common Stock,Finance,Major Banks
ANTX,AN2 Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NBP,NovaBridge Biosciences American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
EMBC,Embecta Corp. Common Stock,Health Care,Medical/Dental Instruments
PPHC,Public Policy Holding Company Inc. Common Stock,Others,Others
HOFT,Hooker Furnishings Corporation Common Stock,Consumer Discretionary,Home Furnishings
INGN,Inogen Inc Common Stock,Health Care,Industrial Specialties
FLYX,flyExclusive Inc. Class A Common Stock,Consumer Discretionary,Transportation Services
RAIL,FreightCar America Inc. Common Stock,Industrials,Railroads
INFU,InfuSystems Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments
